Sentence,Emotion,Emotion_ID
Go ahead.,neutral,0
"Well, that looked the same right away. I have mine here too.",neutral,0
I brought that for you.,happiness,4
"Chocolate is always a good idea, right?",happiness,4
"I believe that right away, yes.",happiness,4
Yes.,neutral,0
It gets even harder when they soon have to decide for themselves at the island council,fear,3
who will be sent away from the island.,fear,3
Who are your friends here? Who are your enemies here?,fear,3
Only the strongest will be able to handle that uncertainty.,fear,3
Welcome to the first tribal council of the new Expedition Robinson.,happiness,4
"Is your island not so bad, Coenraad?",neutral,0
"In terms of food, there is not much to be found on that island.",sadness,5
"It's a beautiful island, but quite messy.",neutral,0
"But in terms of atmosphere, it's optimal.",happiness,4
You are not bad at making fire.,happiness,4
How does that feel? Good.,happiness,4
Finally. We sweated hard for it.,happiness,4
"With those lenses, it worked out this morning after all.",happiness,4
We already ate tasty rice today.,happiness,4
It already feels a bit better in the stomach.,happiness,4
"Martijn, was it easy to make fire?",neutral,0
"Not so very easy, no.",neutral,0
"We have had a hard time the past few days, eaten little.",sadness,5
"We needed this, especially with this mood added.",happiness,4
It does us good.,happiness,4
"You have fire, but the conditions on your island are quite harsh.",fear,3
"Are you going to keep it going, Lopke?",neutral,0
Yes.,happiness,4
Are you convinced of that? Yes.,happiness,4
"Yes, we can fish.",happiness,4
"We have those big, ferret-like fruits.",neutral,0
"They are not tasty, but you can eat them.",neutral,0
"So in the end, yes.",happiness,4
"Who you want to vote off the island,",fear,3
that is something you have to figure out yourselves.,neutral,0
Is it easy to point someone out?,neutral,0
Very difficult.,sadness,5
"At this moment we cannot yet say, or I for myself,",fear,3
I can't say yet that that one has to go.,neutral,0
"It could be me, it could be Martijn, it could be anyone.",fear,3
I think we all have that feeling.,neutral,0
I think we can proceed to the vote.,neutral,0
I ask that you cast your votes one by one.,neutral,0
"To begin with Jascha, in front.",neutral,0
MUSIC,neutral,0
"Sorry, but I still had to make a choice.",sadness,5
MUSIC,neutral,0
Slept too little.,sadness,5
Too inexperienced.,disgust,2
MUSIC,neutral,0
MUSIC,neutral,0
The first vote of this expedition...,surprise,6
is for Koen Draaij.,neutral,0
The second voice...,neutral,0
Koen Draaij.,neutral,0
The third voice...,neutral,0
Go!,surprise,6
"Go, go, go!",happiness,4
"Go, go, go!",happiness,4
"Go, go, go!",happiness,4
"Go, go, go!",happiness,4
"Go, go, go!",happiness,4
The hour is almost here.,surprise,6
"Last, last!",surprise,6
"Last, last!",surprise,6
"Last, last!",anger,1
"Come on, come on.",happiness,4
"Come on, come on.",happiness,4
"Recently, recently.",neutral,0
"Recently, recently.",neutral,0
"Come on, come on!",happiness,4
"Recently, recently.",neutral,0
Come on!,happiness,4
"Make him exist quickly, Franketson.",anger,1
Come on.,happiness,4
"Come on, come on!",happiness,4
"Come on, come on!",happiness,4
"Come on, come on.",happiness,4
Yes!,happiness,4
Come on!,happiness,4
Come on!,happiness,4
We do not intervene.,neutral,0
Come on.,happiness,4
"Just bloop, just bloop.",disgust,2
Come on!,happiness,4
Yes!,happiness,4
Woehoe!,happiness,4
Yes!,happiness,4
Come on!,happiness,4
"Come on, come on, come on!",happiness,4
Reset!,neutral,0
Yes!,happiness,4
"Sure, sure, sure, sure.",neutral,0
"Come on, come on.",happiness,4
Go.,neutral,0
"Too bad, there's nothing we can do.",sadness,5
"Hey, shit.",anger,1
"No, can't do it.",sadness,5
Doesn't work.,anger,1
"Can't do it, why can it?",surprise,6
"How, how, how!",surprise,6
Woehoe!,happiness,4
"We take them away, Kurt.",neutral,0
Then I won't bring it up.,sadness,5
"No, that's not possible, beautiful though.",sadness,5
Yes!,happiness,4
Yes!,happiness,4
"Come on, let's make it a fun evening.",happiness,4
Cheers everyone.,happiness,4
Cheers.,happiness,4
"Yes, health.",happiness,4
MUSIC AND MURMURING.,neutral,0
"The atmosphere is good, but there are still a few guests missing.",sadness,5
Brother Jaap and his consequences.,neutral,0
"Martien, what time is Jaap coming?",neutral,0
Five o'clock.,neutral,0
"We are not going to let them in, they have to eat the code themselves.",anger,1
"Yes, of course.",neutral,0
"No, we are just going to see if it works now.",fear,3
But even at five o'clock there is still no sign of brother Jaap.,fear,3
"I'm hungry, I put on my shoes and then I jump in the car and then I'm on my way.",happiness,4
And then I also have to tidy up this room here for a moment.,neutral,0
"Yes, well, just come quickly.",anger,1
"Yes, see you soon.",happiness,4
"Yes, I mean four o'clock, what time is it?",neutral,0
It's already a little past five.,neutral,0
"Yes, that's the agreement, right?",surprise,6
"If you get invited, that's outrageous, isn't it?",anger,1
I won't respond to this.,disgust,2
MURMURING.,neutral,0
"Another half hour later, Jaap shuffles in with his deadbeat makeup.",sadness,5
"Well, here they come at last.",happiness,4
It is outrageous to just arrive so late.,anger,1
And also at a snail's pace.,anger,1
"Well, come on!",anger,1
They need the code.,fear,3
"Well, let's see if they can do it.",surprise,6
"Look, no phone.",happiness,4
"Oh yes, look, Evelien is opening the code.",surprise,6
"Well, I'm curious.",surprise,6
"Look at him standing there with those thick fingers, completely with his crotch forward.",disgust,2
Push!,anger,1
"Other door, other door, push!",surprise,6
Push and then shove!,surprise,6
"Well, I get so tired of that family.",anger,1
"No, I'm not going to open the door for you at all, then they'll go home.",anger,1
First code!,happiness,4
They don't understand it.,sadness,5
I entered the code in the app and then pressed the left front door.,neutral,0
"Figure it out yourself, I'll keep going until they understand.",anger,1
Push on that key!,anger,1
"Yes, press!",happiness,4
CHEERING AND APPLAUSE.,happiness,4
"Yes, the family is complete.",happiness,4
The next problem will soon present itself.,fear,3
"Wait a minute, did mom order the bread rolls for breakfast?",fear,3
"She had promised me to order breakfast at Jamie's, forgot!",sadness,5
She gave me a sandwich!,happiness,4
Gas is on the right.,neutral,0
And you don't use your clutch.,anger,1
Klippers.,neutral,0
What is he doing now then?,surprise,6
"What a hassle, man.",anger,1
Where should I shift?,neutral,0
Oh god.,fear,3
"Yes, okay.",neutral,0
"Can't you just steer with those buttons, just like the real ones?",neutral,0
"Your car doesn't steer with buttons either, does it?",surprise,6
"No, that is... No.",disgust,2
This doesn't work like this.,anger,1
This doesn't work like this.,anger,1
How sexy do you find me?,neutral,0
"For everything together I say yes, 7, 7.5.",neutral,0
Yes.,neutral,0
"Secretly, do you ask him back then too?",surprise,6
"Yes, yes, yes.",happiness,4
Did you expect that one?,surprise,6
"Yes, I already expected that.",neutral,0
You are not the type I would initially go for.,neutral,0
But I think that you... You are well built.,happiness,4
"And I can appreciate that, so I find that quite sexy.",happiness,4
"I think I'm a bit lower. 6.5, 7, something like that.",neutral,0
Okay.,neutral,0
Yes.,neutral,0
That counts.,neutral,0
"It's not a failing grade, right?",happiness,4
"No, that's right.",neutral,0
Swinging positively.,happiness,4
Yes.,neutral,0
Yes.,neutral,0
"Uh, yes.",neutral,0
Come on.,happiness,4
"Well, I think so.",neutral,0
You wanted to show your masculinity for a moment and that went completely wrong.,disgust,2
"Child's play, but now like this, right?",happiness,4
"By the way, the scissors are here.",neutral,0
In that block.,neutral,0
Oh.,sadness,5
We don't have dessert.,sadness,5
You are a dessert.,happiness,4
"Yes, how do you think it's going?",neutral,0
I think it's going well.,happiness,4
"Yes, right?",neutral,0
"Fast, right?",neutral,0
Nice.,happiness,4
"Yes, we are not uncomfortable with each other.",happiness,4
No.,anger,1
"So, upstairs for yourself.",neutral,0
"Yes, but what I wanted to say is that I am quite a tough person with a huge wall around me.",fear,3
How do you analyze the group over the past eight days?,neutral,0
"There are obviously, because it can't be otherwise, a number of cultural layers mixed together.",neutral,0
There are men and women mixed together.,neutral,0
You have people who go for the win.,neutral,0
You have people who go for having a good relationship with each other.,happiness,4
And I think that the combination of those two is a foundation to win.,happiness,4
Eventually.,neutral,0
"Six days ago, a basic survival kit was dropped at your location.",neutral,0
You haven't been able to find those until now.,sadness,5
And I know that you tried.,neutral,0
"To help you out of trouble, I have this bag here.",happiness,4
That was him.,neutral,0
You may take those with you when you go back to the camp later.,neutral,0
One of you will not be there.,fear,3
You have to vote someone out from among you.,fear,3
Sorry.,sadness,5
Sorry.,sadness,5
"First is for you, Erik.",happiness,4
Also the second one.,neutral,0
"This is for you, Kwan.",happiness,4
"This is for you, Kwan.",happiness,4
Erik.,neutral,0
"This is the fourth vote, Erik. It's actually already a done deal.",sadness,5
"And this one is for you too, Erik.",happiness,4
Never mind. And that's for you too.,anger,1
"Erik, say goodbye to my campmates and come with me.",neutral,0
I will do that.,neutral,0
"Erik, say goodbye to my campmates and come with me.",neutral,0
I do that.,neutral,0
Erik.,neutral,0
"Take care, guys.",happiness,4
Dag Erik. Dag Erik.,neutral,0
Dag Erik.,neutral,0
The group has chosen speed and strength.,neutral,0
I am 62 years old and I especially noticed by climbing that drawbridge yesterday that I am too slow.,sadness,5
I think Rambo is going to die.,fear,3
"Friendly indeed, because he keeps looking at you kindly and smiling kindly.",happiness,4
But he is going to die.,fear,3
I think Jan has it in him to be very honest.,happiness,4
"Whether he will last long in the group, we shall see.",neutral,0
"And I also think that with me, a piece of backbone has gone.",sadness,5
Explain that in more detail.,neutral,0
"I have a kind of leadership style that is based on trust, on collaboration.",neutral,0
Telling each other everything and then moving towards a goal.,happiness,4
